,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
382,600036.SH,20180306,109336,32654.68,83935,25100.21,160219,47917.33,149107,44598.93,213947,64001.58,193858,58019.24,147129,44066.87,203788,60926.04,-146804,-43809.13
381,600036.SH,20180307,140315,43306.11,131724,40632.74,160220,49401.77,221847,68438.5,265506,81854.69,277168,85492.42,292784,90232.82,225759,69502.87,61009,18929.63
380,600036.SH,20180308,54834,16858.07,69919,21561.47,150002,46243.1,107901,33258.43,126222,38861.95,156652,48259.35,83360,25724.69,81856,25192.69,25795,8090.4
379,600036.SH,20180309,53203,16592.96,55299,17283.61,108514,33872.8,103738,32389.83,120479,37646.33,111078,34693.76,85436,26689.78,97348,30375.52,11334,3624.92
378,600036.SH,20180312,101288,31429.39,53759,16730.96,166934,51870.74,122882,38213.39,166799,51827.42,215451,66944.95,169859,52762.44,207857,64470.76,-85319,-26287.67
377,600036.SH,20180313,83006,25661.07,59073,18313.88,97888,30321.28,103291,31987.17,116218,36062.02,135862,42139.81,76665,23831.42,76103,23599.75,-26442,-8041.27
376,600036.SH,20180314,63976,19410.99,32237,9787.12,80221,24348.29,83737,25414.67,86939,26391.94,100746,30581.93,36324,11029.47,51083,15498.88,-27295,-8260.96
375,600036.SH,20180315,37617,11457.0,41444,12639.4,63131,19230.34,66404,20236.08,86843,26464.57,80679,24581.7,54855,16730.61,50623,15418.2,2373,756.74
374,600036.SH,20180316,71533,21695.79,41779,12703.26,89341,27117.98,80662,24498.57,118487,35978.76,135319,41043.86,97876,29659.94,117792,35693.6,-68417,-20673.21
373,600036.SH,20180319,42871,13003.25,59676,18161.3,79419,24124.41,95491,29031.32,111605,33938.34,97076,29501.61,94535,28738.52,78577,23831.87,49664,15219.61
372,600036.SH,20180320,49756,15360.37,64550,19961.21,92197,28470.33,98409,30412.76,134954,41712.4,138552,42814.24,115648,35774.33,93506,28891.61,51425,15951.62
371,600036.SH,20180321,62480,19652.75,104026,32785.95,165757,52230.43,175100,55117.08,213771,67282.81,195107,61395.55,155922,49034.79,123360,38788.58,63944,20280.16
370,600036.SH,20180322,56547,17509.07,50892,15815.2,90013,27936.25,113598,35296.73,101970,31655.76,153065,47570.23,202900,63153.97,138317,42937.94,-76041,-23535.54
369,600036.SH,20180323,92681,27899.29,68271,20580.33,127641,38436.62,152579,45993.0,148002,44584.51,277116,83519.63,535760,161522.72,398723,120118.79,-250050,-75235.21
368,600036.SH,20180326,186503,54549.98,66172,19393.07,229256,67149.24,238499,69741.2,257915,75582.51,332935,97580.59,265063,77801.61,286970,84160.84,-140688,-41256.62
367,600036.SH,20180327,190282,54932.37,125512,36239.8,218781,63204.02,259371,74931.54,215036,62173.77,200977,58160.74,202032,58429.04,242195,69960.11,-167418,-48249.32
366,600036.SH,20180328,107997,31088.88,86391,24993.57,180432,52018.11,217183,62738.58,206108,59499.46,305441,88160.49,335702,97059.77,222272,64086.99,-89803,-25756.65
365,600036.SH,20180329,78027,22539.06,110729,32228.14,128367,37192.71,237415,68880.75,238859,69472.22,201862,58646.37,255216,74097.28,150723,43629.44,49301,14680.72
364,600036.SH,20180330,61014,17766.87,36719,10718.86,111072,32378.81,92112,26882.62,111188,32403.6,127461,37156.96,86173,25140.4,113380,32992.28,-46895,-13599.22
363,600036.SH,20180402,80600,23512.88,60280,17651.49,128884,37649.1,139336,40766.37,139346,40743.35,166115,48559.49,142107,41682.68,122129,35702.97,-26862,-7730.13
362,600036.SH,20180403,54568,15669.2,40422,11626.12,87246,25080.57,89816,25821.37,86708,24929.96,93595,26899.49,86109,24725.39,86832,24915.0,-45181,-12928.77
361,600036.SH,20180404,69697,20187.86,51322,14902.76,89164,25833.61,104631,30359.35,134800,39101.48,132489,38402.02,97446,28270.64,101856,29493.23,-30236,-8671.69
360,600036.SH,20180409,40125,11578.68,52545,15200.17,88262,25485.72,102869,29700.25,99604,28767.67,90072,26002.94,55109,15923.06,38322,11052.26,-30503,-8762.6
359,600036.SH,20180410,58664,17279.21,120738,35749.07,141459,41753.23,148560,43854.76,196369,57943.46,200617,59165.39,190166,56320.07,118560,35037.47,172388,51158.64
358,600036.SH,20180411,77486,23637.22,80459,24562.25,141702,43224.63,143347,43766.68,193318,58925.57,239180,72954.73,164878,50352.86,117795,35887.18,5932,1956.16
357,600036.SH,20180412,72358,21741.81,30667,9237.68,109317,32887.36,80411,24196.43,121048,36416.52,148861,44752.12,41770,12564.38,80283,24127.47,-41655,-12472.2
356,600036.SH,20180413,57209,17035.91,34704,10350.36,91110,27148.42,96127,28617.74,93437,27843.48,95899,28596.58,25441,7588.04,36550,10876.02,-17883,-5281.65
355,600036.SH,20180416,200357,56831.8,70221,19887.28,259197,73577.1,173797,49294.51,262083,74446.88,368184,104546.9,225094,63829.99,323015,91659.33,-269169,-76164.67
354,600036.SH,20180417,98572,27455.33,109662,30590.92,174346,48609.03,137391,38297.87,219455,61194.66,244195,68077.41,139763,38942.49,139465,38832.44,-36873,-10190.18
353,600036.SH,20180418,87968,24487.79,85416,23907.63,173763,48442.83,171922,48049.43,230853,64419.88,272260,75886.11,181427,50820.29,141738,39573.64,31187,8980.64
352,600036.SH,20180419,56508,16014.94,57813,16430.79,89558,25395.9,104644,29710.2,116182,32953.74,144088,40867.87,87779,24971.95,45897,13015.33,9867,2873.77
351,600036.SH,20180420,49342,13814.11,44881,12588.46,88968,24923.33,112198,31460.37,87238,24441.15,140833,39512.12,176800,49689.9,109856,30824.17,-92277,-25829.37
350,600036.SH,20180423,34897,9845.94,41287,11667.75,84694,23917.75,84873,23972.85,130671,36895.85,110420,31171.91,64041,18099.51,75966,21446.37,39458,11196.17
349,600036.SH,20180424,77947,22666.71,116556,33982.64,179854,52350.86,182311,53125.08,201942,58743.89,249535,72574.67,225254,65690.15,137907,40142.58,78107,22957.68
348,600036.SH,20180425,48864,14087.59,32182,9300.21,83622,24127.23,61281,17688.59,90024,25975.71,106834,30816.23,37357,10776.82,56344,16231.81,-12145,-3443.05
347,600036.SH,20180426,41063,11792.72,35396,10192.77,75727,21779.36,69889,20109.01,100927,29002.55,139060,39956.86,126265,36278.46,98799,28351.5,-16820,-4757.33
346,600036.SH,20180427,47168,13590.22,83471,24240.5,125157,36143.89,134697,39042.08,183800,53198.17,198527,57470.17,237408,68873.63,176159,50848.17,105686,30852.97
345,600036.SH,20180502,44756,13257.73,55227,16415.74,102219,30303.24,106496,31619.95,203902,60478.92,236406,70100.25,154402,45912.16,108735,32278.87,-50200,-14767.08
344,600036.SH,20180503,61154,17831.19,56146,16406.53,108511,31675.15,115388,33701.12,110815,32355.12,116169,33883.12,46044,13432.95,42310,12314.84,-37666,-10919.12
343,600036.SH,20180504,70364,20321.52,25005,7237.85,91726,26515.98,82671,23906.74,94808,27398.78,147332,42589.11,87408,25270.27,89951,25956.1,-80314,-23171.37
342,600036.SH,20180507,41085,11823.08,40724,11747.31,97597,28120.61,105358,30367.59,118394,34094.76,106801,30752.47,58903,16983.08,64775,18635.05,6065,1777.84
341,600036.SH,20180508,54243,16062.04,90379,26751.9,106786,31586.25,148906,44079.16,200486,59345.65,161165,47690.06,151823,44962.96,113856,33711.64,35766,10582.84
340,600036.SH,20180509,39363,11688.44,47582,14136.89,83137,24692.05,74772,22212.92,80754,23990.65,81463,24199.65,22894,6813.08,22686,6738.04,15212,4565.68
339,600036.SH,20180510,50643,15034.54,41346,12297.07,89625,26643.02,125416,37250.01,115107,34226.49,99444,29581.81,71292,21172.32,65155,19337.5,-67132,-19852.87
338,600036.SH,20180511,38346,11496.6,60597,18196.58,82463,24721.61,108255,32490.59,159031,47733.79,130366,39160.61,161250,48495.02,142651,42835.09,95524,28717.89
337,600036.SH,20180514,77337,23746.14,89236,27492.5,130806,40184.68,168521,51883.51,227970,70036.06,204493,62913.65,239797,73856.59,214422,65764.64,30854,9756.15
336,600036.SH,20180515,62167,18963.46,39639,12105.62,81514,24872.64,85962,26261.53,114146,34856.94,109959,33572.89,81404,24877.31,101090,30838.29,-49868,-15188.8
335,600036.SH,20180516,74871,22561.96,36134,10904.07,97967,29543.3,103280,31141.41,105872,31916.3,130332,39299.75,74383,22426.65,81204,24451.15,-108043,-32503.98
334,600036.SH,20180517,67099,20019.62,38958,11644.83,84919,25369.95,90867,27157.08,99791,29834.14,107827,32230.53,40011,11973.11,54919,16388.55,-32571,-9663.64
333,600036.SH,20180518,38707,11637.32,70288,21203.74,98064,29547.81,117681,35455.35,156635,47247.38,126292,38041.35,111741,33745.94,88851,26850.58,77533,23598.14
332,600036.SH,20180521,63572,19368.74,51810,15839.5,107555,32832.31,116045,35439.59,136090,41572.83,167502,51126.65,120166,36702.22,92034,28066.02,-64697,-19643.06
331,600036.SH,20180522,83999,25019.97,32413,9660.01,108105,32203.1,76420,22777.91,106486,31723.57,161533,48128.02,69154,20618.82,96453,28722.11,-67860,-20190.38
330,600036.SH,20180523,68108,20205.63,37971,11285.68,96693,28696.53,85335,25339.0,96357,28615.73,97769,29028.72,44522,13217.35,81572,24179.33,-12718,-3718.6
329,600036.SH,20180524,86526,25347.09,46035,13511.75,92013,26961.26,109494,32106.62,120371,35281.23,121573,35654.1,71305,20926.36,90765,26553.75,-111856,-32761.72
328,600036.SH,20180525,48290,14082.63,36071,10535.88,69651,20325.35,81238,23725.81,79382,23172.29,84599,24696.71,56740,16577.85,53317,15537.71,-17937,-5213.26
327,600036.SH,20180528,119194,34253.7,69209,19933.41,173562,49966.93,181017,52183.58,195618,56306.88,192714,55457.87,129287,37245.72,175706,50481.34,-77887,-22346.41
326,600036.SH,20180529,67158,19216.96,49812,14278.62,115141,32964.01,130366,37356.92,143809,41195.81,210924,60407.91,166916,47852.16,107785,30855.0,-104034,-29627.26
325,600036.SH,20180530,77521,22054.54,39236,11164.91,89355,25429.84,126136,35903.54,108930,31007.45,113602,32340.76,69321,19741.07,66033,18785.63,-58793,-16693.65
324,600036.SH,20180531,68255,19557.25,94950,27248.31,162348,46587.73,148094,42477.08,208112,59728.72,142039,40789.7,88861,25503.37,140091,40161.16,29213,8537.14
323,600036.SH,20180601,58994,16908.34,37198,10680.6,87555,25109.2,91143,26158.76,106921,30684.62,96571,27703.47,49487,14215.51,75840,21737.5,-13149,-3730.98
322,600036.SH,20180604,50633,14666.18,85545,24835.44,117261,33980.26,146458,42495.51,160101,46448.47,148110,42952.9,112883,32801.44,63255,18335.16,15771,4705.76
321,600036.SH,20180605,56275,16393.7,48034,14015.76,105535,30754.13,126179,36785.31,125744,36659.48,136885,39899.3,91045,26578.37,71894,20964.16,-16592,-4785.55
320,600036.SH,20180606,72333,20907.19,64065,18513.36,101232,29270.81,107182,31019.14,111523,32262.24,107125,30998.24,60620,17576.0,66775,19320.56,-115975,-33523.49
319,600036.SH,20180607,56978,16507.02,69920,20318.09,121053,35124.75,160898,46718.68,169337,49128.87,186557,54161.58,162525,47263.36,93288,27048.93,-56771,-16336.56
318,600036.SH,20180608,110289,31294.92,50316,14282.63,129752,36824.88,109223,31002.31,135225,38382.53,139943,39727.1,61979,17575.05,132245,37493.43,-120901,-34282.31
317,600036.SH,20180611,62455,17650.65,61050,17312.18,113706,32139.33,100393,28422.81,141682,40106.74,149096,42191.19,75446,21411.04,77672,21942.44,-6802,-1763.48
316,600036.SH,20180612,48338,13921.23,52107,15016.72,115141,33161.45,91478,26359.88,105459,30379.47,111909,32240.02,44303,12767.79,59672,17157.91,18094,5271.17
315,600036.SH,20180613,53264,15337.98,32721,9432.37,85314,24563.65,70405,20282.98,75601,21769.1,103547,29816.83,55542,15995.27,60599,17428.18,-40035,-11486.51
314,600036.SH,20180614,57233,16375.7,36354,10431.01,99734,28570.03,80841,23194.19,114620,32843.51,146456,41975.96,80655,23150.67,84889,24277.02,-34492,-9793.25
313,600036.SH,20180615,49745,14378.39,69910,20223.52,108443,31339.76,125105,36179.13,170839,49394.32,140782,40703.99,102970,29794.28,94021,27163.45,83388,24161.63
312,600036.SH,20180619,58282,16780.11,97374,28131.16,107098,30849.68,201632,58200.45,158155,45601.61,408662,117957.95,913945,264163.86,527334,152371.02,-306883,-88567.67
311,600036.SH,20180620,72232,20611.98,46609,13310.68,103337,29505.38,114360,32659.17,121621,34723.58,133205,38024.82,73366,20946.13,77952,22233.92,-85728,-24424.12
310,600036.SH,20180621,38311,11013.36,50851,14657.0,73256,21088.58,102429,29505.91,146021,42072.19,109677,31595.63,64497,18594.76,57980,16677.76,38351,11159.03
309,600036.SH,20180622,48584,13857.69,35370,10111.89,88173,25191.2,59621,17035.48,57880,16533.23,85395,24390.15,32404,9263.61,45527,12986.91,504,198.97
308,600036.SH,20180625,118040,33122.71,40296,11302.94,121564,34143.24,115815,32527.81,165792,46609.24,153418,43087.04,85359,24067.15,175324,49351.82,-141565,-39686.77
307,600036.SH,20180626,124015,33206.79,88165,23620.13,168783,45241.78,147542,39517.78,196287,52570.42,226226,60630.85,146767,39329.58,171893,46021.78,-52699,-14138.01
306,600036.SH,20180627,83296,22051.83,44210,11721.23,115762,30681.38,94870,25111.83,137881,36506.58,153091,40535.4,119888,31653.16,162453,42934.89,-46220,-12162.86
305,600036.SH,20180628,90023,23342.21,77246,20046.4,104323,27056.99,121392,31485.16,131557,34129.38,123211,31965.55,127680,33145.96,134749,34956.61,-21205,-5407.2
304,600036.SH,20180629,39304,10350.47,60314,15896.91,94811,24950.07,92389,24347.62,106292,28028.87,93051,24497.69,78934,20787.07,69936,18404.88,45234,11900.53
303,600036.SH,20180702,92938,23993.71,47246,12248.47,118589,30648.26,112153,29051.36,123918,31964.65,161221,41668.93,111024,28769.78,122582,31576.46,-127743,-33011.35
302,600036.SH,20180703,93027,23359.68,82581,20759.69,194217,48812.12,259634,65235.22,248463,62430.97,236787,59492.41,140507,35306.53,96640,24271.55,13898,3632.83
301,600036.SH,20180704,83792,21072.82,41810,10531.23,111337,28021.89,102606,25835.34,113231,28517.17,141723,35671.09,67617,17003.96,90570,22756.28,-25956,-6452.19
300,600036.SH,20180705,52924,13356.88,69743,17627.27,137972,34823.48,199300,50284.5,191812,48427.46,156034,39410.36,107636,27222.47,68049,17205.96,-1254,-232.55
299,600036.SH,20180706,49012,12530.19,71981,18520.77,136177,34878.79,104655,26905.85,148536,38072.32,139751,35838.38,117353,30196.63,137935,35233.08,7379,2057.62
298,600036.SH,20180709,51604,13821.68,87259,23363.54,120439,32238.87,121145,32434.33,186763,49991.09,171105,45853.05,180382,48441.19,166576,44690.86,65534,17585.18
297,600036.SH,20180710,50331,13479.53,29998,8047.71,111412,29845.92,78060,20918.47,133676,35826.1,90451,24253.52,41207,11060.99,133016,35621.63,-2892,-744.53
296,600036.SH,20180711,67185,17794.91,31125,8253.99,88221,23370.37,84562,22408.24,107083,28396.91,118924,31515.25,60601,16061.88,87838,23265.39,1650,518.67
295,600036.SH,20180712,60420,15764.61,52298,13660.29,122102,31879.36,117081,30567.53,168182,43922.65,192006,50114.19,131928,34462.22,120810,31561.83,30149,7959.59
294,600036.SH,20180713,33240,8687.2,45178,11817.62,74699,19533.59,70199,18365.43,94796,24801.55,85913,22475.24,47594,12465.85,51212,13395.15,29728,7806.0
293,600036.SH,20180716,70117,18111.77,43433,11282.55,86334,22382.58,74250,19313.7,102110,26500.03,155887,40412.34,104959,27273.1,89122,23037.41,-30379,-7767.96
292,600036.SH,20180717,66246,16761.89,43508,11018.13,92324,23368.9,79900,20218.92,80167,20290.58,71304,18065.59,58904,14910.47,99024,25036.2,-74913,-18931.71
291,600036.SH,20180718,61498,15692.05,43621,11177.07,97947,25053.45,136381,34873.22,97281,24854.44,85112,21764.41,79462,20326.98,73224,18662.52,-46008,-11666.88
290,600036.SH,20180719,38143,9797.23,56668,14575.01,75362,19365.94,90200,23190.74,153070,39349.16,131232,33742.97,131165,33759.49,119187,30646.43,55931,14441.44
289,600036.SH,20180720,56588,15041.02,135799,36327.04,196826,52334.34,209887,56116.2,304140,81221.22,316234,84452.63,464769,124963.37,371001,99542.67,236599,63164.33
288,600036.SH,20180723,63424,17480.74,99460,27548.79,163805,45245.41,191261,52872.16,325795,89922.42,343427,94843.08,407098,112289.51,329346,90581.84,121316,33646.24
287,600036.SH,20180724,81759,22856.97,91207,25551.36,182117,50912.4,188689,52826.38,262938,73621.01,249313,69789.6,196837,55242.05,191136,53523.3,-26743,-7333.7
286,600036.SH,20180725,69013,19441.16,82370,23232.08,108034,30432.45,105891,29864.03,159380,44946.71,148378,41799.14,110363,31149.43,108073,30483.15,46829,13310.83
285,600036.SH,20180726,61176,17255.67,60880,17272.25,106431,30089.05,117182,33187.94,158971,45080.88,180398,51126.01,145331,41263.5,117991,33377.84,-21322,-5888.65
284,600036.SH,20180727,56404,15795.4,42842,12026.45,98665,27660.77,93788,26277.88,105285,29475.42,113271,31757.04,56449,15836.75,68832,19247.59,-2223,-517.07
283,600036.SH,20180730,61075,17252.11,51863,14748.02,104332,29509.2,111191,31562.67,140563,39919.55,175276,49580.44,79451,22602.19,49447,14057.84,9763,2921.18
282,600036.SH,20180731,55994,15835.44,52981,15027.07,108615,30754.15,112460,31865.73,119381,33851.55,144870,41052.29,73971,21010.7,48121,13634.44,-50360,-14152.3
281,600036.SH,20180801,84860,24088.2,64127,18411.93,141324,40242.6,146749,41914.68,194558,55595.77,203893,58140.77,134598,38528.81,135519,38563.09,-42230,-11720.97
280,600036.SH,20180802,98969,27042.35,40585,11128.28,175028,47942.72,140283,38398.04,185827,50966.96,258511,70757.03,127611,34934.63,145717,39953.8,-8638,-2284.03
279,600036.SH,20180803,66862,18375.77,42696,11752.71,86007,23629.07,86803,23867.49,114894,31602.36,128711,35368.34,40213,11065.22,45202,12428.4,55035,15199.62
278,600036.SH,20180806,54881,15188.22,52817,14660.28,125112,34626.53,123063,34124.32,136457,37836.28,143323,39709.75,81893,22755.12,80133,22181.99,33032,9207.02
277,600036.SH,20180807,65011,18319.2,92136,25941.56,133266,37448.05,161636,45474.7,143466,40314.21,173335,48696.81,185553,52180.98,110064,30916.97,65750,18574.82
276,600036.SH,20180808,48544,13696.89,63621,17988.74,115795,32710.83,89731,25377.92,80765,22831.3,86770,24513.7,42830,12138.9,45419,12820.44,-35709,-10029.54
275,600036.SH,20180809,50035,14247.03,82701,23648.02,112732,32109.54,172905,49334.44,150633,43059.22,110574,31596.25,95200,27289.75,43646,12463.25,70446,20237.76
274,600036.SH,20180810,71033,20168.21,43176,12273.68,79976,22720.68,81139,23062.53,76353,21723.13,89026,25307.36,48729,13865.3,61562,17497.22,-43105,-12196.36
273,600036.SH,20180813,112639,31021.67,51315,14141.3,155919,42952.65,93767,25859.63,155737,42903.14,184162,50739.19,52202,14404.35,143775,39576.13,-72184,-19832.82
272,600036.SH,20180814,61287,16813.45,37458,10295.92,96455,26480.78,87864,24127.05,88290,24248.02,110307,30276.16,27735,7618.88,37655,10325.98,-31028,-8454.91
271,600036.SH,20180815,104325,28111.94,55287,14901.75,104547,28199.02,108569,29266.78,110097,29669.15,113088,30476.09,75837,20398.85,116153,31271.19,-130967,-35328.77
270,600036.SH,20180816,68716,18332.73,58219,15578.4,132092,35310.31,143844,38439.71,129309,34537.76,130567,34882.34,63008,16832.59,62712,16702.38,3478,1042.3
269,600036.SH,20180817,46771,12531.19,41443,11151.97,83217,22366.83,92953,24968.74,97330,26160.47,97423,26185.27,38543,10395.94,33458,8988.72,-26706,-7091.26
268,600036.SH,20180820,49536,13259.6,61216,16450.88,113764,30523.82,109128,29317.37,145471,39084.2,114237,30707.11,72879,19630.81,94564,25349.86,3440,1035.36
267,600036.SH,20180821,57959,15745.68,53577,14574.84,92368,25092.86,121397,32999.54,145801,39642.07,138020,37513.97,83177,22644.83,67613,18386.67,-7619,-2017.34
266,600036.SH,20180822,37584,10158.84,27114,7334.77,65578,17729.79,61902,16733.59,80170,21682.43,98364,26599.23,22125,5987.77,18884,5106.69,-29435,-7921.69
265,600036.SH,20180823,40680,11043.63,53588,14587.56,96547,26255.08,92844,25263.48,125771,34229.79,133754,36371.97,63314,17232.4,48532,13187.43,-54174,-14646.99
264,600036.SH,20180824,52750,14500.16,87373,24153.0,113135,31152.52,144798,39982.72,175970,48543.47,185792,51278.74,148981,41321.55,78020,21512.88,16671,4868.29
263,600036.SH,20180827,79137,22363.22,100121,28306.09,118665,33485.64,161793,45696.39,146797,41389.12,171637,48486.29,178078,50452.64,87058,24615.66,59697,16982.46
262,600036.SH,20180828,35419,10181.61,71063,20464.13,75170,21619.47,102126,29404.44,128645,37017.23,121273,34909.84,140688,40577.69,83679,24101.46,-16658,-4723.33
261,600036.SH,20180829,35686,10229.22,57305,16459.04,56804,16293.88,75753,21758.83,107315,30839.56,78116,22441.45,68231,19622.78,56916,16334.98,-12548,-3551.0
260,600036.SH,20180830,56054,15888.0,33172,9425.6,74044,21018.34,86709,24609.25,96607,27374.29,102935,29193.0,50887,14440.85,52210,14762.85,-51158,-14506.09
259,600036.SH,20180831,61782,17528.06,63060,17936.35,97014,27534.62,129252,36744.43,122681,34837.24,155546,44190.15,190613,54210.83,127368,36137.09,-28470,-7982.76
258,600036.SH,20180903,55350,15563.51,38917,10952.81,75451,21243.61,59900,16867.56,88281,24864.26,90364,25445.14,52412,14772.67,79389,22351.44,-34904,-9761.37
257,600036.SH,20180904,60769,17194.73,64050,18158.57,91974,26079.25,112613,31982.32,113677,32310.63,109547,31099.22,68211,19434.79,48499,13788.19,46501,13376.42
256,600036.SH,20180905,85730,24033.33,54998,15467.89,92489,25951.28,98643,27681.57,120422,33807.94,127568,35780.09,68482,19245.13,82822,23237.65,-99407,-27840.28
255,600036.SH,20180906,59903,16547.3,32341,8940.28,90456,24992.75,64012,17691.89,71395,19723.97,104378,28842.9,29411,8118.2,47709,13155.46,-2123,-539.36
254,600036.SH,20180907,28497,7960.9,68420,19149.52,86484,24186.91,125358,35070.64,198262,55458.74,134381,37588.22,89174,24984.41,71616,20037.37,47455,13340.56
253,600036.SH,20180910,39633,11096.2,35065,9833.44,113343,31763.35,79787,22373.62,83054,23269.68,87536,24534.12,34892,9772.92,64229,17953.29,-17392,-4787.75
252,600036.SH,20180911,74392,20514.18,32570,9001.21,122155,33743.9,111571,30802.01,100992,27830.77,133065,36710.55,42293,11672.97,61809,17023.37,-46759,-12778.41
251,600036.SH,20180912,57916,15783.85,41699,11390.15,86298,23533.98,81669,22272.5,64587,17606.69,69231,18853.96,24527,6679.45,40726,11085.44,15467,4255.48
250,600036.SH,20180913,36276,10001.41,51514,14238.27,107291,29597.02,99933,27612.04,108068,29878.52,109539,30281.92,63538,17606.14,53700,14811.76,-20870,-5694.75
249,600036.SH,20180914,24981,6948.59,38782,10793.5,48613,13522.67,56875,15828.47,68900,19171.45,72079,20054.52,36272,10103.45,12687,3529.72,-2355,-638.22
248,600036.SH,20180917,33410,9199.06,39316,10835.13,59300,16331.29,49766,13715.39,52108,14361.8,56621,15585.23,19512,5376.72,18879,5200.69,-25059,-6869.99
247,600036.SH,20180918,34705,9610.64,64472,17951.64,75447,20936.82,129295,35977.95,141720,39435.67,139849,38930.45,145215,40594.61,68689,19171.53,87479,24515.21
246,600036.SH,20180919,41309,11697.15,68858,19548.97,86001,24381.96,176557,50093.6,163573,46413.04,139611,39570.78,148049,42017.32,58122,16482.55,18802,5471.98
245,600036.SH,20180920,43448,12397.34,52492,14999.11,82816,23646.4,88647,25347.5,123733,35377.01,113816,32515.16,41902,11999.38,38441,10984.77,-1692,-440.58
244,600036.SH,20180921,58287,17084.24,130369,38444.61,168021,49397.65,201498,59311.21,238887,70313.39,248691,73112.39,325159,96339.72,213758,63404.52,235711,69703.97
243,600036.SH,20180925,77180,22890.43,39788,11839.49,149887,44523.9,170597,50712.82,193894,57662.15,192741,57245.48,123437,36722.13,139007,41316.02,-104293,-30866.83
242,600036.SH,20180926,69943,21171.21,106589,32379.72,176074,53245.43,203651,61850.13,319035,96767.14,260081,78785.32,206994,62763.26,204222,61685.43,79496,24230.9
241,600036.SH,20180927,58602,17773.33,58345,17711.35,123807,37581.34,118905,36077.2,140023,42477.43,129081,39164.68,93954,28555.07,106623,32384.53,8713,2748.56
240,600036.SH,20180928,67365,20669.94,65825,20265.08,134481,41319.35,145116,44634.81,202520,62311.99,167208,51420.48,174672,53759.98,200701,61691.17,32648,10259.68
239,600036.SH,20181008,100752,29909.99,45845,13632.4,194293,57743.31,158296,47048.57,226074,67179.61,261599,77714.42,119401,35420.97,167891,49805.02,-4408,-1130.97
238,600036.SH,20181009,86333,25266.95,56471,16556.77,141139,41333.82,113626,33300.66,126060,36907.78,157974,46272.76,77805,22782.97,102438,29906.98,-48391,-14074.52
237,600036.SH,20181010,47522,14012.64,73047,21592.2,120481,35568.66,114656,33880.88,157416,46515.75,124408,36743.12,77604,22972.07,88403,26112.44,-1376,-320.38
236,600036.SH,20181011,100065,28666.05,76602,21969.61,183124,52520.68,171604,49221.26,203483,58315.23,237467,68123.78,150129,43073.57,148935,42636.56,-74916,-21312.63
235,600036.SH,20181012,86030,24860.27,79632,23052.96,155780,44958.07,162988,47173.87,230295,66497.64,228560,66036.46,213513,61767.89,207750,59900.49,98651,28636.33
234,600036.SH,20181015,68208,19640.87,41284,11904.74,102512,29531.71,97518,28133.48,131593,37951.4,122598,35339.13,56178,16242.85,97184,28015.74,-58676,-16850.52
233,600036.SH,20181016,79605,23191.86,102363,29945.32,183973,53700.03,175281,51229.93,209824,61339.06,222473,64985.74,122100,35807.78,94232,27529.35,23161,7049.74
232,600036.SH,20181017,87316,25156.71,67503,19565.39,221973,64295.29,142213,41142.73,251989,72971.91,255798,73933.03,128521,37118.93,215997,62468.42,1646,675.22
231,600036.SH,20181018,134046,37884.43,62330,17661.38,175507,49684.21,110325,31283.19,201824,57203.62,252776,71518.84,80126,22634.61,157537,44519.36,-119277,-33566.51
230,600036.SH,20181019,78785,22455.85,114365,32784.83,185492,52948.86,210491,60317.58,273316,78155.54,295356,84253.57,240242,68820.15,162906,46557.96,88591,25520.07
229,600036.SH,20181022,79876,24062.36,100023,30160.73,204569,61675.28,239309,72170.34,289489,87266.9,295478,89002.82,289325,87164.39,235796,71023.22,43654,13437.9
228,600036.SH,20181023,116462,34221.82,52165,15454.23,220617,65119.3,137696,40700.54,192351,56703.68,211855,62499.89,78451,23117.89,200078,58690.35,-57623,-16808.75
227,600036.SH,20181024,84496,25021.97,91368,27178.27,218968,64914.12,186618,55444.82,230681,68528.95,217511,64623.27,123335,36746.56,157023,46482.56,60563,18301.05
226,600036.SH,20181025,82322,23988.51,58068,16977.6,177402,51736.9,196084,57226.24,195608,57053.09,223313,65123.91,112609,32872.41,91017,26477.23,43751,12956.29
225,600036.SH,20181026,74312,21746.02,60792,17889.35,159495,46759.25,134725,39573.93,161574,47370.46,187866,55042.82,110683,32529.81,120481,35254.77,-35444,-10269.24
224,600036.SH,20181029,214077,60414.58,79596,22685.8,302063,85557.53,195225,55553.09,285021,80819.1,370683,105165.36,173936,49389.74,323295,90976.84,-97166,-27446.07
223,600036.SH,20181030,81892,23131.8,116472,33087.47,207696,58715.75,238720,67719.57,274015,77782.4,247536,70091.73,200013,56894.85,163157,46260.56,76057,21589.81
222,600036.SH,20181031,71415,20518.74,94632,27241.01,153562,44129.3,198047,56963.7,246992,70970.89,216949,62350.9,212725,61212.04,174049,49983.74,4399,1410.22
221,600036.SH,20181101,109331,31687.06,77974,22708.01,188282,54651.88,212117,61671.92,268998,78204.2,236239,68657.98,139122,40507.76,173011,50152.36,52168,15304.37
