,ts_code,trade_date,buy_sm_vol,buy_sm_amount,sell_sm_vol,sell_sm_amount,buy_md_vol,buy_md_amount,sell_md_vol,sell_md_amount,buy_lg_vol,buy_lg_amount,sell_lg_vol,sell_lg_amount,buy_elg_vol,buy_elg_amount,sell_elg_vol,sell_elg_amount,net_mf_vol,net_mf_amount
763,600036.SH,20160809,28352,4861.49,28253,4843.52,70248,12044.59,39062,6697.27,71637,12283.97,81433,13958.99,86039,14756.26,109625,18804.67,15240,2628.27
762,600036.SH,20160810,42571,7343.26,28388,4898.01,30464,5253.57,55318,9541.13,58987,10174.16,56240,9698.8,52476,9051.06,44483,7671.19,39214,6764.19
761,600036.SH,20160811,41102,7232.86,62911,11074.89,73653,12936.23,101409,17849.05,125510,22097.73,98176,17271.28,76943,13561.57,53641,9437.56,66412,11707.53
760,600036.SH,20160812,28475,5069.38,96005,17139.96,96720,17233.03,140770,25088.13,165596,29515.64,136789,24387.25,160927,28779.92,80235,14348.94,186321,33310.86
759,600036.SH,20160815,62482,11603.09,115738,21553.89,151921,28229.87,186436,34678.0,263258,48943.36,255789,47574.87,352777,65691.67,279342,51901.1,174648,32593.1
758,600036.SH,20160816,77491,14204.36,48093,8840.73,185488,34021.21,118186,21694.39,216303,39705.95,255185,46817.07,140625,25785.34,196595,36007.89,-92844,-16840.49
757,600036.SH,20160817,32482,5990.23,31928,5891.47,61783,11394.33,56890,10496.23,74978,13842.57,99376,18337.07,55852,10319.31,40369,7457.63,52747,9788.89
756,600036.SH,20160818,57099,10502.22,39326,7265.69,136885,25276.58,94142,17371.87,102295,18843.0,106060,19582.08,30945,5697.25,88111,16160.0,-10433,-1721.14
755,600036.SH,20160819,88924,16520.94,48399,8998.56,134086,24908.45,125105,23229.22,116510,21629.06,160215,29770.83,61187,11375.18,65167,12092.48,135283,25141.15
754,600036.SH,20160822,30072,5607.23,29910,5589.14,52149,9730.07,58322,10890.17,83576,15608.32,77432,14448.58,44884,8386.29,46353,8651.02,38426,7208.58
753,600036.SH,20160823,51106,9591.09,44922,8463.92,65794,12361.63,89654,16857.45,81704,15374.19,92217,17344.43,91841,17336.0,66277,12487.2,43078,8229.77
752,600036.SH,20160824,42482,7875.64,18374,3408.93,29249,5422.0,50278,9326.24,36556,6779.35,65718,12187.65,81792,15168.5,56660,10497.01,-22864,-4230.58
751,600036.SH,20160825,41425,7607.89,20526,3784.04,72886,13400.43,61911,11387.82,49147,9040.82,65829,12112.99,33090,6103.76,48239,8859.64,-6193,-1074.36
750,600036.SH,20160826,22366,4149.68,26919,4993.42,27320,5067.69,37374,6932.67,63353,11753.79,62468,11586.71,55433,10278.06,44294,8213.32,-2133,-382.09
749,600036.SH,20160829,30092,5481.06,20572,3757.64,51059,9298.78,53512,9769.01,87403,15948.67,77212,14090.49,38520,7025.31,60418,10981.53,-43097,-7830.14
748,600036.SH,20160830,20647,3804.2,28956,5341.14,46969,8653.79,45066,8310.65,62964,11619.75,62784,11579.12,62708,11571.81,57165,10541.68,71239,13162.27
747,600036.SH,20160831,15338,2858.76,19687,3669.98,37853,7049.29,37884,7056.71,52067,9699.0,67518,12570.06,48035,8958.0,30414,5676.41,45400,8461.57
746,600036.SH,20160901,15420,2883.21,22044,4125.47,48166,9009.6,37448,7004.07,47314,8847.82,60375,11295.06,47590,8912.53,37255,6970.82,6088,1161.41
745,600036.SH,20160902,17674,3291.24,18448,3439.77,32461,6044.66,43102,8033.64,28950,5395.41,67352,12565.28,99439,18550.63,56738,10568.97,-64682,-12042.84
744,600036.SH,20160905,21700,4061.05,24383,4567.56,42682,7989.19,46471,8700.79,63225,11829.08,83476,15636.21,68014,12769.97,40925,7674.9,31426,5926.93
743,600036.SH,20160906,32082,5969.34,23125,4311.16,53640,9991.6,42764,7979.52,71441,13313.75,73090,13613.84,25287,4710.52,44049,8186.1,-55915,-10363.43
742,600036.SH,20160907,31064,5755.26,15352,2848.25,86882,16105.35,54293,10062.78,38947,7211.61,70894,13139.84,22048,4088.82,38457,7117.85,15831,2971.06
741,600036.SH,20160908,11328,2100.21,20768,3851.93,23688,4392.18,22041,4089.55,24932,4622.5,18103,3356.93,23351,4331.73,20113,3725.85,10196,1898.31
740,600036.SH,20160909,20696,3814.27,22358,4128.66,33101,6103.98,21941,4048.74,26881,4960.54,18321,3383.13,5716,1055.51,22163,4076.77,-16409,-3013.55
739,600036.SH,20160912,50174,9028.61,29351,5281.97,91758,16517.61,63052,11345.73,79509,14307.82,78099,14059.04,53696,9660.52,101716,18302.01,-55699,-10000.18
738,600036.SH,20160913,23071,4148.63,19468,3501.38,40892,7352.49,51987,9349.99,51893,9332.5,41945,7544.81,20815,3745.18,21990,3950.87,-13818,-2479.48
737,600036.SH,20160914,45948,8136.26,26553,4708.2,73869,13088.01,39675,7042.57,68652,12158.49,81361,14435.48,35946,6386.67,74524,13182.22,-81916,-14491.67
736,600036.SH,20160919,24051,4282.81,17341,3087.88,36500,6494.71,36875,6564.04,71034,12650.59,77479,13796.18,34328,6113.88,35310,6286.76,19723,3510.08
735,600036.SH,20160920,14149,2511.54,10955,1946.47,29225,5188.04,20128,3575.41,43337,7695.45,47671,8464.15,13589,2414.33,21492,3813.27,-9167,-1629.17
734,600036.SH,20160921,13800,2466.02,18193,3254.6,34886,6240.68,31877,5699.53,23177,4142.4,24507,4378.35,5674,1012.63,2864,510.44,14901,2678.45
733,600036.SH,20160922,15097,2723.88,24569,4436.51,29463,5316.78,36273,6546.12,50039,9028.71,48715,8789.55,30050,5424.1,17011,3064.96,12905,2340.0
732,600036.SH,20160923,20016,3606.1,13738,2475.65,36930,6650.11,52577,9470.24,45890,8267.96,50321,9067.0,36528,6584.49,22169,3993.54,5459,1003.28
731,600036.SH,20160926,21966,3958.78,24596,4435.38,47016,8474.7,41934,7559.64,51410,9261.36,47572,8569.3,26985,4861.73,32418,5836.47,25318,4572.47
730,600036.SH,20160927,14798,2669.15,20168,3638.85,27610,4979.45,38418,6930.89,30858,5568.81,26610,4801.41,30471,5496.05,16049,2891.72,8694,1579.38
729,600036.SH,20160928,23781,4258.38,20253,3626.64,40465,7247.62,50306,9006.29,31390,5618.67,30313,5429.13,10750,1925.96,6415,1149.48,-43855,-7841.3
728,600036.SH,20160929,23243,4185.99,39380,7087.68,31411,5656.54,26266,4731.71,38671,6961.28,31545,5680.33,11186,2014.84,7866,1416.41,-3906,-689.77
727,600036.SH,20160930,10792,1945.78,10568,1907.45,24536,4423.67,28804,5196.52,29998,5415.32,36144,6518.86,17490,3153.76,8650,1558.71,3635,670.05
726,600036.SH,20161010,24881,4538.39,28170,5140.1,80555,14704.81,67007,12229.53,56765,10350.07,60618,11060.01,20665,3770.83,27933,5089.6,56610,10360.87
725,600036.SH,20161011,27251,5004.26,23890,4388.38,57439,10549.67,30250,5556.64,21719,3990.06,33063,6074.89,19444,3578.46,36698,6743.3,13957,2572.41
724,600036.SH,20161012,21513,3911.5,10887,1979.85,34554,6281.52,26879,4888.99,33760,6138.27,37114,6750.21,14912,2718.27,29083,5289.06,-36707,-6668.83
723,600036.SH,20161013,27578,5003.48,12107,2197.67,26685,4841.53,31907,5789.33,32852,5958.38,40257,7300.4,18800,3408.78,20938,3796.39,-36358,-6581.71
722,600036.SH,20161014,23774,4295.67,9626,1739.5,20059,3623.9,18832,3403.18,39534,7143.7,26544,4796.27,45266,8192.94,70139,12682.77,5718,1060.05
721,600036.SH,20161017,28562,5124.57,8719,1565.65,39504,7091.86,23478,4213.57,38066,6831.03,45453,8151.53,15378,2763.66,40217,7225.04,-42144,-7560.28
720,600036.SH,20161018,23591,4222.57,9454,1693.54,33998,6087.09,29400,5266.02,55133,9871.32,56986,10202.05,32930,5894.03,49280,8817.53,-4424,-778.81
719,600036.SH,20161019,18297,3278.28,7693,1379.29,32936,5901.05,22465,4028.54,27746,4975.83,21431,3843.14,20039,3591.89,45345,8120.81,-10294,-1829.27
718,600036.SH,20161020,15460,2763.61,13491,2412.33,25920,4634.12,22342,3996.83,48688,8706.26,54305,9708.78,31139,5567.58,32125,5741.86,-16315,-2906.69
717,600036.SH,20161021,16976,3033.08,9349,1671.35,26890,4805.82,37293,6664.26,43665,7799.11,32268,5766.53,38663,6906.74,43082,7691.93,-41009,-7312.26
716,600036.SH,20161024,26050,4752.49,53243,9709.97,77686,14179.11,94529,17235.3,109475,19934.73,101798,18563.28,79202,14461.0,41826,7624.21,101508,18547.28
715,600036.SH,20161025,34675,6312.44,24610,4495.42,51685,9407.74,69407,12636.62,87976,16084.15,58220,10630.05,27701,5072.73,47648,8715.01,-32452,-5868.03
714,600036.SH,20161026,34134,6162.68,10733,1940.4,55793,10073.35,21743,3929.98,34593,6243.49,58366,10542.75,18551,3341.54,48953,8817.44,-13858,-2476.57
713,600036.SH,20161027,44288,7901.34,17929,3203.13,67973,12126.83,32601,5818.37,68152,12162.43,117325,20928.98,38555,6874.18,51756,9228.55,-35717,-6376.28
712,600036.SH,20161028,32288,5772.07,24978,4472.7,42447,7589.5,36286,6493.51,75706,13543.9,104069,18616.72,49194,8809.48,36418,6509.89,-4421,-770.08
711,600036.SH,20161031,26344,4707.69,13244,2368.96,33159,5926.72,27094,4842.9,45908,8206.59,41254,7372.64,25430,4549.35,48303,8634.25,-3973,-684.3
710,600036.SH,20161101,47684,8550.58,21442,3843.5,45537,8161.08,29913,5361.78,77665,13922.59,100032,17932.11,19543,3503.32,39161,7020.8,68798,12355.45
709,600036.SH,20161102,45507,8103.76,19872,3540.52,47223,8409.74,46138,8217.95,54424,9696.34,93079,16581.62,160589,28598.08,157412,28027.72,40138,7157.1
708,600036.SH,20161103,19487,3480.56,32162,5754.91,37166,6644.27,43886,7850.88,93033,16652.7,101712,18190.89,121708,21782.21,96405,17256.86,99451,17814.11
707,600036.SH,20161104,10012,1795.96,69620,12486.69,29586,5307.01,42369,7598.19,52561,9433.06,66379,11909.76,179206,32147.03,89494,16060.32,-52393,-9384.11
706,600036.SH,20161107,18449,3300.87,33471,5987.15,27590,4935.63,82839,14816.7,52080,9318.07,47317,8467.29,112685,20156.75,49272,8814.92,-57000,-10182.98
705,600036.SH,20161108,11072,1988.06,22801,4097.17,69970,12575.04,38479,6914.97,68589,12320.54,70513,12668.58,109497,19688.87,133232,23952.94,96276,17328.2
704,600036.SH,20161109,50463,9028.37,24483,4384.7,64871,11616.48,69713,12473.06,48991,8762.95,122199,21856.59,175315,31342.47,127821,22850.59,-83505,-14888.07
703,600036.SH,20161110,28847,5205.28,24504,4424.34,72038,12996.04,47652,8600.45,94706,17082.34,56727,10237.33,74048,13366.27,146211,26374.87,94343,17044.3
702,600036.SH,20161111,30357,5466.58,18943,3412.77,72444,13049.24,49649,8943.36,80288,14449.53,73496,13237.99,96136,17294.44,134158,24128.72,-17367,-3091.46
701,600036.SH,20161114,29047,5263.16,32281,5857.84,92322,16742.15,70557,12798.81,119656,21702.15,105481,19120.68,120675,21899.92,148447,26936.21,110743,20131.82
700,600036.SH,20161115,15378,2786.9,28642,5196.43,50666,9182.64,51340,9309.13,77300,14016.31,58813,10668.05,111602,20235.67,112725,20425.88,105024,19060.42
699,600036.SH,20161116,17057,3095.85,27465,4987.97,42369,7693.95,73279,13303.49,74674,13557.61,55538,10092.98,102318,18588.36,81777,14848.32,-70012,-12675.01
698,600036.SH,20161117,21479,3885.92,11620,2103.24,49068,8878.95,33806,6118.09,45635,8250.83,61625,11150.46,148028,26758.07,167557,30275.45,-68421,-12315.26
697,600036.SH,20161118,29231,5297.6,10877,1969.8,35230,6380.46,39660,7180.36,26467,4789.19,56999,10317.32,96861,17523.37,79227,14335.88,-44340,-8001.12
696,600036.SH,20161121,27143,4986.74,58564,10771.96,91041,16707.28,79506,14618.34,147321,27067.2,99889,18344.34,144810,26711.46,166342,30620.94,160568,29563.26
695,600036.SH,20161122,21892,4026.28,26574,4889.82,81115,14917.27,56784,10443.41,140176,25763.38,88326,16238.75,297326,54581.12,368560,67665.18,-80165,-14646.06
694,600036.SH,20161123,61238,11463.99,107874,20230.75,169339,31740.46,152663,28617.64,239350,44874.75,179000,33524.94,207676,38862.75,237207,44404.4,275317,51692.8
693,600036.SH,20161124,48559,9116.46,32249,6063.68,94912,17816.88,75502,14174.93,78203,14688.97,101504,19073.51,43423,8176.09,52873,9924.71,32090,6078.21
692,600036.SH,20161125,27744,5226.92,74438,14040.47,90683,17089.91,83171,15707.55,155441,29311.64,121052,22814.57,144006,27213.85,130706,24666.61,71501,13637.89
691,600036.SH,20161128,77795,14624.86,29069,5502.46,140217,26378.57,73875,13971.87,309084,58254.73,250531,47262.59,346726,65422.8,516410,97187.76,-180307,-33682.11
690,600036.SH,20161129,51890,9656.96,41495,7734.02,114779,21385.34,93014,17320.85,152516,28436.17,158287,29523.13,180240,33582.85,212824,39636.48,-46246,-8525.43
689,600036.SH,20161130,50921,9457.4,25202,4687.8,117203,21805.54,49667,9240.46,100653,18719.84,122743,22836.97,136805,25455.78,207723,38622.44,-54519,-10073.31
688,600036.SH,20161201,43685,8096.73,20059,3723.18,108933,20197.12,67266,12480.96,172196,31931.21,165048,30623.8,219295,40690.58,298172,55278.86,-39702,-7288.84
687,600036.SH,20161202,60523,11126.83,37978,6990.98,115772,21310.94,100441,18499.17,175904,32404.12,120434,22191.87,145377,26810.23,233377,42978.31,-58760,-10752.99
686,600036.SH,20161205,23244,4303.14,32093,5955.95,73378,13581.1,79958,14832.22,84679,15677.33,127910,23720.79,283574,52665.93,239503,44419.45,4371,813.27
685,600036.SH,20161206,21115,3944.47,29622,5538.86,52656,9840.25,60208,11254.26,99785,18645.22,82803,15477.39,159924,29856.89,149365,27865.99,38710,7280.19
684,600036.SH,20161207,10948,2039.74,19361,3607.02,29566,5510.17,34171,6366.2,42305,7882.02,43904,8182.4,39186,7300.66,25785,4803.38,-20219,-3755.69
683,600036.SH,20161208,19001,3560.38,35975,6753.06,71781,13445.39,66653,12500.92,89232,16732.82,131818,24727.76,91093,17129.77,36176,6794.79,34878,6572.68
682,600036.SH,20161209,51221,9790.93,101175,19381.36,112122,21426.01,160571,30737.67,133848,25589.6,208999,39974.75,331220,63438.49,161322,30843.76,179821,34514.81
681,600036.SH,20161212,55977,10744.94,66827,12879.04,108403,20838.02,140484,27060.06,168162,32366.36,263012,50574.6,463251,89256.92,338414,65161.63,-156333,-29919.28
680,600036.SH,20161213,33481,6335.32,20075,3801.36,78829,14927.36,59266,11217.74,89051,16860.91,115172,21805.93,51900,9819.12,57555,10885.26,-10405,-1966.73
679,600036.SH,20161214,26729,5065.62,40670,7709.58,70805,13420.51,55814,10583.0,81837,15513.9,111640,21176.08,157884,29920.64,121598,23021.74,71327,13574.8
678,600036.SH,20161215,65036,11956.79,36177,6651.15,102631,18875.51,98079,18025.23,117192,21602.76,138241,25428.84,76398,14009.74,82341,15152.63,-70022,-12784.62
677,600036.SH,20161216,29043,5296.3,30932,5644.41,60320,11005.1,47118,8593.98,81348,14849.64,113938,20799.17,73056,13337.99,51951,9481.75,14408,2662.54
676,600036.SH,20161219,34736,6262.42,34193,6165.94,71648,12918.47,41184,7427.29,100146,18052.27,101281,18264.18,41565,7488.08,70822,12750.86,-41482,-7457.78
675,600036.SH,20161220,46555,8294.06,36131,6437.92,62138,11074.18,82299,14654.41,81719,14548.66,62864,11212.68,103889,18530.7,113101,20157.68,-109497,-19537.29
674,600036.SH,20161221,33797,6032.63,30398,5430.64,68103,12161.42,74674,13342.25,121430,21697.43,170389,30445.82,86307,15416.74,37341,6654.23,-85781,-15292.97
673,600036.SH,20161222,44448,7872.26,28603,5066.31,73509,13023.4,51305,9088.44,49512,8778.44,83917,14869.4,51978,9207.08,57304,10153.95,-35021,-6189.06
672,600036.SH,20161223,30727,5410.82,9501,1674.42,37958,6685.96,22954,4044.65,36576,6442.64,77206,13607.72,72086,12708.93,71634,12616.11,-45335,-7990.62
671,600036.SH,20161226,24389,4284.0,20296,3576.14,59515,10468.22,44640,7868.57,56809,9995.77,54335,9553.2,25345,4465.31,45869,8052.53,27786,4905.92
670,600036.SH,20161227,18324,3253.16,14284,2537.51,26555,4713.15,21367,3796.32,37930,6735.42,29266,5199.54,19022,3380.97,35215,6246.62,14986,2667.2
669,600036.SH,20161228,47734,8376.51,20942,3677.82,86617,15204.11,110713,19433.45,84248,14782.04,90928,15956.44,49220,8632.79,46766,8193.61,-65991,-11544.68
668,600036.SH,20161229,35821,6265.72,17457,3057.31,69913,12231.3,35890,6285.75,108734,19026.08,205461,35934.34,68899,12053.51,37396,6541.35,-122941,-21470.62
667,600036.SH,20161230,24069,4217.61,18641,3268.03,71582,12544.28,37602,6591.94,68993,12087.02,70636,12378.85,52658,9234.38,91594,16050.03,31901,5606.46
666,600036.SH,20170103,26339,4695.26,53197,9506.19,80432,14345.56,81139,14480.61,118288,21109.13,107064,19098.73,82643,14755.58,63122,11250.11,24743,4426.65
665,600036.SH,20170104,32422,5828.25,39465,7102.71,66376,11938.66,94981,17086.5,77701,13978.2,87808,15807.49,82499,14874.06,41935,7555.2,18412,3354.75
664,600036.SH,20170105,21091,3824.32,38802,7034.58,72461,13139.22,60578,10981.65,82442,14940.14,75168,13625.67,77216,14003.79,74500,13509.29,56968,10342.7
663,600036.SH,20170106,26671,4809.12,21171,3819.29,44537,8030.45,51116,9219.43,48875,8815.76,59761,10778.7,54064,9762.49,36617,6608.59,-33816,-6086.33
662,600036.SH,20170109,56605,10193.72,26364,4747.22,38199,6877.53,57326,10325.83,47359,8531.31,57509,10358.5,32865,5926.2,33909,6109.94,3346,628.32
661,600036.SH,20170110,26298,4729.19,12522,2253.68,23041,4141.45,48924,8794.11,33782,6075.24,26283,4729.31,23122,4160.8,18464,3320.09,-12645,-2255.75
660,600036.SH,20170111,12861,2312.68,15523,2792.58,31806,5722.6,29767,5356.18,58649,10553.24,41857,7531.56,31933,5745.5,47559,8555.73,4815,872.74
659,600036.SH,20170112,20549,3707.61,16372,2955.39,37204,6711.56,29786,5374.98,54877,9896.75,40862,7373.04,28407,5121.77,54552,9829.69,39173,7076.56
658,600036.SH,20170113,38397,6986.45,49003,8915.55,77648,14135.38,68034,12385.91,74730,13566.7,73025,13286.94,64318,11722.33,63630,11564.42,92803,16901.0
657,600036.SH,20170116,33125,6070.12,57946,10670.1,59652,10936.64,134491,24786.32,89062,16336.58,155401,28639.45,581198,107395.8,423471,78165.63,-151962,-28156.5
656,600036.SH,20170117,30342,5612.04,29041,5370.9,68521,12674.36,65165,12052.53,75496,13967.4,52119,9637.19,62672,11584.71,90657,16766.77,-2805,-493.32
655,600036.SH,20170118,30924,5740.08,17571,3262.12,47795,8872.56,39406,7313.66,58882,10930.63,87410,16227.49,30519,5669.43,24493,4549.67,48886,9088.87
654,600036.SH,20170119,20275,3776.58,22472,4183.17,50804,9461.2,31331,5831.51,43100,8028.01,50809,9465.05,15422,2864.63,21171,3940.62,-309,-27.37
653,600036.SH,20170120,24550,4551.72,18456,3424.01,55029,10210.24,39093,7250.18,57831,10725.6,67013,12427.19,83322,15448.8,96918,17971.01,74233,13782.17
652,600036.SH,20170123,25744,4783.3,13906,2590.53,46504,8652.32,46401,8632.99,60850,11306.31,68917,12801.67,66649,12407.39,74556,13875.58,-16721,-3049.63
651,600036.SH,20170124,18929,3542.15,30102,5643.83,77560,14524.76,44100,8261.42,60375,11315.73,73474,13773.15,44377,8327.22,53480,10014.5,86428,16218.03
650,600036.SH,20170125,18988,3568.18,12925,2433.31,42069,7913.45,31779,5976.45,70577,13273.87,63112,11872.42,12345,2324.3,34405,6463.82,21780,4135.48
649,600036.SH,20170126,24778,4726.32,38925,7442.11,39629,7559.65,56858,10862.0,66508,12687.08,75158,14351.91,147725,28218.54,106955,20403.65,69485,13276.87
648,600036.SH,20170203,25802,4840.22,16599,3117.16,52182,9795.59,32672,6136.19,100781,18905.1,69606,13067.65,63899,11969.86,115127,21566.14,5604,1068.49
647,600036.SH,20170206,31327,5848.05,18685,3494.83,57031,10660.97,51673,9661.3,83389,15611.87,102018,19088.32,66942,12531.94,64761,12115.76,-20579,-3821.95
646,600036.SH,20170207,19917,3704.3,11214,2086.35,53819,10016.0,38271,7118.25,43809,8147.05,52937,9856.12,105882,19703.48,120434,22402.27,-2801,-514.44
645,600036.SH,20170208,51833,9609.85,10589,1962.51,54766,10156.13,35373,6557.21,51776,9601.81,91852,17035.97,29183,5414.95,52672,9770.05,48967,9095.04
644,600036.SH,20170209,20703,3886.77,20325,3818.92,45946,8628.33,31475,5912.59,76223,14313.86,84921,15948.82,73727,13873.27,80521,15141.25,72421,13607.98
643,600036.SH,20170210,26263,4954.15,21282,4017.77,80589,15206.59,47413,8944.85,114434,21592.86,142466,26877.55,172764,32633.06,186234,35173.75,123296,23296.88
642,600036.SH,20170213,30481,5780.91,26897,5104.62,46537,8826.36,62395,11840.84,93176,17679.72,85716,16264.58,90784,17236.29,81558,15474.3,6767,1309.74
641,600036.SH,20170214,39403,7440.03,10175,1923.01,73022,13793.09,30730,5807.05,79399,15002.65,115876,21892.11,48291,9128.77,80831,15268.27,69986,13223.68
640,600036.SH,20170215,20739,3959.7,42185,8071.08,107090,20466.6,71819,13732.17,179421,34289.69,170665,32633.4,291604,55765.92,315620,60315.54,236709,45252.48
639,600036.SH,20170216,40489,7748.18,13192,2529.48,74855,14329.16,39690,7604.76,113840,21805.34,149963,28702.91,124206,23823.39,153376,29405.57,21486,4171.32
638,600036.SH,20170217,26019,4967.16,19305,3685.58,47392,9049.51,38832,7415.54,42449,8106.23,60144,11483.1,67259,12850.9,63651,12162.05,-8232,-1552.78
637,600036.SH,20170220,47473,9194.33,44745,8671.21,120436,23323.41,114126,22092.14,140482,27204.13,157583,30494.7,145783,28222.62,135219,26195.39,113723,22033.17
636,600036.SH,20170221,33569,6562.35,40637,7969.68,71321,13943.37,74123,14528.51,96759,18967.14,87331,17102.67,92814,18217.15,89779,17579.51,36998,7299.67
635,600036.SH,20170222,20108,3901.62,15861,3079.86,60204,11681.99,42197,8191.76,73999,14373.86,56289,10927.76,63808,12393.28,102334,19869.6,12411,2428.52
